Fri, Mar 22, 2024
2:10:05 PM

Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
230.1000000	4207.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1306204	0.1525399	-0.0823175	-0.1315748	-0.1316194	-0.1527621	0.0816686	0.1299503
231.8500000	-4220.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1321343	0.1599452	0.1304908	0.0812937	-0.1332110	-0.1603041	-0.1307715	-0.0821205
233.3500000	-33.2500000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1190823	0.1412500	0.0221636	-0.0214911	-0.1201314	-0.1416012	-0.0227104	0.0203581
234.8500000	4206.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1353644	0.1581457	-0.0806068	-0.1311345	-0.1363366	-0.1580074	0.0798053	0.1289810
236.6500000	-4219.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1367422	0.1649243	0.1291323	0.0790481	-0.1378015	-0.1650104	-0.1290341	-0.0796238
238.1000000	-33.5200005	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1234860	0.1462675	0.0226271	-0.0220758	-0.1244395	-0.1462342	-0.0230740	0.0207481
239.6000000	4206.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1391340	0.1627082	-0.0770661	-0.1285462	-0.1400302	-0.1621040	0.0760044	0.1255236
241.3500000	-4219.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1400225	0.1682303	0.1249078	0.0745983	-0.1411029	-0.1676763	-0.1240608	-0.0748571
242.8500000	-33.2099991	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1262942	0.1494856	0.0227991	-0.0224936	-0.1271441	-0.1488477	-0.0229991	0.0209409
244.3500000	4206.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1408598	0.1650408	-0.0702308	-0.1222452	-0.1415319	-0.1635795	0.0688465	0.1176375
246.1000000	-4220.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1405348	0.1683275	0.1161390	0.0661235	-0.1415766	-0.1657055	-0.1139057	-0.0669512
247.6000000	-33.0999985	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1260323	0.1493918	0.0225701	-0.0226550	-0.1267391	-0.1476246	-0.0222339	0.0204250
249.1000000	4206.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1388420	0.1635257	-0.0584230	-0.1101952	-0.1390098	-0.1605406	0.0565954	0.1030749
251.0500000	-4218.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1360848	0.1628353	0.0999921	0.0516826	-0.1371675	-0.1589386	-0.0957883	-0.0509508
252.6000000	-33.3800011	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1204689	0.1433166	0.0215464	-0.0222426	-0.1209259	-0.1389188	-0.0204003	0.0174894
254.1500000	4206.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1303330	0.1545427	-0.0398459	-0.0896366	-0.1296492	-0.1492493	0.0380240	0.0789561
255.9500000	-4219.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1243424	0.1491899	0.0761633	0.0316189	-0.1256670	-0.1447312	-0.0706292	-0.0293447
257.4500000	-33.1899986	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1083077	0.1295595	0.0194670	-0.0207986	-0.1085115	-0.1248472	-0.0175487	0.0169607
258.9500000	4206.0000000	0.0001000	0.0001000	0.0001000	0.0001000	-0.0001000	-0.0001000	-0.0001000	-0.0001000	0.1147938	0.1369483	-0.0189533	-0.0640315	-0.1132834	-0.1310624	0.0177355	0.0528760
